t	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6
15	0.277979424	-0.248606886	-0.915283689	0.449576569	0.099193238	0.438429402	-0.150402217	-1.641592179	-0.627006265	-1.17085749	0.6469657	-1.112391472
16	0.623414862	-0.079478793	-1.100174021	0.136942731	0.123250965	0.489213304	-0.400022314	-0.579861007	-0.611319606	-1.254774238	0.526356997	-1.015237271
17	0.411347996	0.030640818	-2.385839815	0.414010511	-0.014918356	0.962783313	-0.839578468	-1.456610031	-0.845396169	-0.878943291	-0.017229003	-0.237072364
18	0.257060116	-0.080402765	-1.202283753	-0.071570441	0.612209485	0.361396615	-0.507922114	-0.458170574	-0.789063201	-1.07200552	-0.001564853	-0.117217905
19	0.196603913	-0.206226784	-1.150496724	-0.317073881	1.07332375	0.440916287	-0.450609158	-0.666523881	-0.196111753	-0.351330204	-0.087970496	-0.66725181
20	0.721973713	0.104826472	-2.421407504	0.121520924	-0.330528021	0.957119984	-0.639398727	-1.800514854	-0.328620256	-1.221456712	-0.319763894	0.186975755
21	-0.015325615	1.162766655	-2.741593732	-0.519319493	0.801906981	0.444095929	-0.345399244	-1.752301966	0.078442895	-1.81849573	0.150066534	-1.088689279
22	0.694372306	0.315092515	-2.531411504	-0.036249138	0.687907986	0.305140322	-0.651292087	-1.481408116	0.27855103	-2.007372166	0.20152891	-1.141613872
23	0.141800861	0.414598129	-3.160208093	-0.516150686	0.202642484	0.243818355	-0.830322759	-1.067035564	-0.007536201	-1.976430884	0.757918489	-0.983727682
24	-0.28953817	0.19894467	-3.201640955	0.341147776	-0.276019857	1.235714273	-0.916934697	-1.227119634	0.06730726	-2.490807906	0.041482524	-0.906790833
25	-0.555032833	0.690818465	-2.973628891	-0.691849193	0.299940895	0.300280333	-1.08120274	-0.88752383	-0.410624001	-1.177762123	0.311281272	-0.932532324
26	-0.456403141	1.323497398	-3.236529962	0.16948613	-0.307201983	1.042995165	-1.116297779	-1.926436725	-0.623595098	-0.879850815	0.602883919	-0.953740311
27	-0.564597016	0.612427202	-3.17453478	-0.373737474	0.017543218	0.185411934	-1.03551034	-1.584646293	-0.009684683	-0.96058971	-0.066661749	0.429564533
28	-0.736435176	1.351341729	-3.665797642	-0.551769125	0.300821482	0.337826267	-1.157986803	-1.20518309	-0.496556674	-1.928491693	0.681348943	-1.044852648
29	-0.751680289	1.242904374	-3.460710914	0.230147212	-0.213595193	1.005772831	-0.993983326	-1.833966494	0.364578149	-2.408424185	0.619239424	-1.236262644
30	-0.702585803	0.647964453	-3.374736977	-0.483205535	0.371028901	-0.052566645	-0.768269018	-1.305053576	-0.613376059	-0.939084385	0.399319708	-0.966727981
31	-0.769789328	1.290431561	-3.55976217	-0.437442113	-0.012177069	1.147438192	-1.290801257	-1.863979885	0.049138593	-2.520929358	-0.003829786	-0.181455637
32	-0.578462919	1.471163527	-3.697464735	0.037511281	-0.033157168	0.94227714	-1.302014016	-1.464640536	0.159789471	-2.506995332	-0.493632839	0.432046499
33	-0.708575753	0.562994332	-3.665767283	-0.567654396	0.53474664	0.279835989	-1.383639684	-1.264601211	0.272733886	-2.434659773	-0.335661376	-0.131513728
34	-0.549728223	0.737331879	-3.91645297	0.450507799	-0.258481631	1.440692398	-1.490461405	-1.904746763	0.199595709	-2.529397928	-0.570880374	-0.89939225
35	-0.545913475	0.947222938	-4.129292357	0.220409812	-0.349923849	1.141909434	-1.198794061	-1.131403175	0.475806509	-2.542836953	-0.458905085	0.004534646
36	-0.192574982	0.862912549	-3.887169779	-0.041550843	1.015146063	0.093338298	-1.402663413	-1.928363045	-0.251390879	-1.953706653	0.038524951	-1.133964782
37	-0.171906599	0.47369126	-4.056113928	0.283965315	-0.449652843	1.284977024	-1.306221351	-1.933178892	0.236678282	-2.433519814	0.045616519	-1.029813452
38	-0.455898757	1.562429159	-4.43135224	-0.25647053	-0.320721129	0.775255564	-1.573691511	-2.451598492	-0.631644204	-2.461697706	0.119243561	-1.12685221
39	-0.355992109	0.971344502	-4.001426445	-0.159271345	0.313792399	0.188044944	-1.663687779	-1.907962953	-0.350259086	-1.755480299	-0.169091665	-0.705692926
40	-0.352296637	1.255754721	-4.356374398	-0.412000404	0.24328961	-0.002539924	-0.877072102	-2.583092069	-0.027675381	-1.565459501	0.133263864	-1.004118062
41	-0.362091665	0.866664104	-4.309205583	0.131776473	-0.706729809	0.581667559	-1.751882074	-1.750446483	0.122954807	-2.343219615	-0.418628611	-0.385349554
42	-0.159301585	1.455419577	-4.355615222	0.283737784	-0.965384052	1.18448313	-1.923364148	-1.764475919	0.360080189	-2.386956523	-0.059709642	-0.143591973
43	-0.366857041	0.962787504	-4.5940038	-0.003201333	0.636608254	0.050218172	-1.743141455	-2.267448984	-0.394740512	-2.274650947	0.303332139	-1.322307838
44	0.305376901	0.732530855	-4.370041795	-0.542178406	0.075556808	-0.054340777	-1.595051551	-2.103828312	0.118707065	-2.614378679	-0.299607167	-1.020391787
45	0.218464969	0.353082054	-4.590932444	-0.068748876	-0.196799066	0.47362437	-2.09944776	-1.981329229	-0.284070046	-1.420178635	0.353002722	-1.154881603
46	-0.172309333	1.916444158	-4.322769859	0.109154504	-0.844779558	0.68414447	-1.963684246	-2.056530005	0.210053969	-2.643141477	-0.449741169	-0.656641874
47	-0.546527385	1.203620281	-4.288621293	-0.024190283	-0.167764778	0.763353339	-1.976018462	-2.655687366	0.047981134	-2.405102102	-0.375027897	-1.206452057
48	-0.731720723	1.2208752	-4.450636724	-0.067917723	0.004442268	0.255718095	-1.875708591	-2.451431991	-0.50378415	-2.351925485	0.379214302	-1.072787172
49	-0.662102786	0.856906411	-4.687410713	-0.362731201	0.452588595	-0.033270472	-0.997081273	-1.622358838	-0.044444617	-2.266335387	-0.338726548	-0.924477738
50	-0.682044861	1.805618757	-4.489216282	-0.266453863	-0.575015734	0.891077725	-1.927639291	-2.661279575	-0.632092935	-2.209917293	-0.100794918	-0.577817295
51	-0.586393297	1.260336739	-4.574757933	-0.746589255	-0.353882953	0.879766894	-2.033298089	-2.867730764	0.018642268	-2.840397044	-0.475708283	-0.122731491
52	-0.757779559	1.200301383	-4.620860569	-0.423595659	0.216764689	0.158318354	-2.227977139	-2.475021887	0.178216324	-2.610349188	-0.239631241	-0.662812016
53	-0.728510522	1.58867094	-4.51972285	-0.659562082	-0.49660447	0.714364936	-2.335580653	-2.401556462	-0.321228309	-2.089420037	-0.380307556	-0.86780101
54	-0.721373294	1.022269074	-4.580869692	-0.241989302	0.144876969	0.117283811	-2.289219794	-2.978992618	-0.689619797	-1.504117346	-0.360459114	-1.136390486
55	-0.622977557	1.173128054	-4.719896136	-0.408963584	-0.530072552	0.850648596	-2.180138503	-3.102853151	-0.009768858	-1.471213452	-0.434396536	-0.881308906
56	-0.549194866	0.714592161	-4.753911374	-0.464127025	-0.055241939	0.83812724	-2.248922352	-3.041329013	0.306650285	-2.564915704	-0.193014887	-0.793342304
57	-0.483943239	1.080518251	-4.471286653	-0.215869176	-0.504821532	1.122192741	-2.245217096	-2.303517296	0.33623111	-2.598134189	-0.49482762	-0.626894056
58	-0.591871262	1.223532097	-4.64100962	-0.204601897	0.147904892	0.212164727	-2.279264813	-2.365814683	-0.353275533	-1.522824228	-0.289211612	-0.419402429
59	-0.568500516	1.123977438	-4.719899218	-0.074365629	0.41263023	0.284147908	-2.404601206	-2.373551908	-0.214805799	-2.405513337	-0.831958832	-0.057756844
60	-0.407423585	1.410677746	-4.59479473	-0.591544845	-0.741394099	1.060600437	-2.436901192	-2.240961122	-0.338981029	-1.20808243	-0.38106119	-0.991841708
61	-0.661153753	1.881161074	-4.676449889	-0.54034059	-0.37222202	0.603218109	-2.549669553	-2.913042576	0.515719433	-2.892123497	-1.054029548	-0.332560477
62	-0.173576619	1.841936824	-4.756733487	-0.679823393	0.213042867	-0.039405697	-1.94927136	-3.576428043	0.620188996	-3.113061496	-0.854333927	-1.245915308
63	-0.262436419	0.768106136	-4.981649802	-0.74172327	-0.633560922	0.775830619	-2.720806359	-3.482963044	-0.414050737	-1.807806806	-0.149489568	-0.355385232
64	-0.147863303	1.775581077	-4.835501654	-0.693471559	0.220830911	-0.044421766	-1.530601423	-3.21995433	0.398008396	-3.187878752	-0.548898145	-1.104263661
65	-0.506054629	1.12850383	-4.675445505	-0.318673815	-0.372691245	0.981817599	-2.588839221	-3.202906023	-0.252202343	-2.302194121	-0.807255682	-0.12680964
66	-0.745765624	2.067697412	-4.757131442	-0.599405122	-0.160593982	1.183281167	-2.914097234	-3.613750013	0.04634416	-3.025790315	-0.941434962	-0.344609241
67	0.046674888	0.989723704	-4.584320332	-0.89745611	-1.187486009	1.245587675	-2.816125565	-3.190061493	0.530075626	-3.075576147	-0.98958132	-0.246140283
68	0.036837304	0.760169159	-4.456806957	-1.052183184	-1.076321795	0.610972685	-2.700177914	-3.059963385	0.30136826	-2.936231708	-0.713983332	-0.683218296
69	0.429357988	0.80709467	-4.551817385	-1.153620507	-1.086057613	0.539450429	-2.751240998	-2.677636882	-0.198008359	-2.217797161	-0.423051221	-0.937569212
70	0.400016773	0.791015451	-4.760275844	-0.706067061	-0.88709419	0.601896183	-2.980673137	-3.078069082	0.566567796	-2.941186929	-0.432276801	-1.140512133
71	0.24495941	0.901850206	-4.664984959	-0.571446584	-0.344417562	0.869775884	-2.648834733	-3.210696294	-0.333104559	-2.18417173	-1.15842594	-0.067038319
72	-0.657334901	1.094465774	-4.707018314	-1.164679534	-1.239194287	0.640500231	-2.657522467	-3.04402952	-0.030018092	-2.0777918	-1.043044652	-0.403205583
73	-0.502369431	1.261800576	-4.477124743	-0.615663361	-0.945267776	1.169042903	-2.767064135	-3.036762221	0.120979125	-2.887397561	-0.585044415	-1.10470745
74	-0.489872426	1.119750011	-4.817313886	-0.527306029	-0.769421661	0.587387009	-2.708142351	-3.167280321	0.138079811	-3.262748366	-1.160850825	-0.577324862
75	-0.077316623	1.494221032	-4.559550894	-0.544444428	-1.207308037	1.103569597	-2.69207261	-3.406361397	0.235540492	-3.001512903	-0.901261903	-0.846550254
76	-0.156932025	1.92220006	-4.716814144	-0.866868061	-1.375409386	0.466684961	-2.783579097	-3.357033186	-0.356881648	-2.453172073	-0.548687284	-0.462882761
77	-0.004223702	1.026104145	-4.742930856	-0.711961068	-0.948291885	0.918282506	-2.795585207	-3.038434778	0.343712439	-2.894039125	-0.801731667	-0.905399691
78	-0.104862568	1.443143916	-4.62763779	-0.406377774	-0.724545939	1.583490785	-2.630775664	-3.811830677	0.322994066	-2.740885422	-0.325297879	-0.428619059
79	-0.191149509	1.10118247	-4.647984753	-0.918531965	-1.04072294	1.319746726	-2.670986858	-3.095577152	0.5792441	-3.240860875	-0.893094279	-0.623874719
80	-0.186953766	1.00941064	-4.244965122	-0.514529574	-1.548223297	0.533748057	-2.872535153	-2.952752338	0.07523998	-2.949243893	-0.480721524	-1.107509065
81	-0.143467445	1.620575652	-4.141946889	-0.555095513	-0.923062991	1.34093389	-3.03067303	-3.539499017	-0.071455339	-2.740002782	-0.595407475	-1.017558431
82	-0.227699635	1.133012843	-4.270786937	-0.690898022	-1.491902838	0.609651078	-3.031592893	-3.898509876	-0.162470864	-2.579181048	-0.442573622	-0.788369472
83	-0.210586218	1.111264252	-4.38770669	-0.445977835	-1.312974615	0.56157392	-3.101320597	-3.6445905	0.545569435	-3.021029093	-1.292519575	-0.771597663
84	0.001796885	0.710238157	-4.542257304	-0.286876086	-1.078708494	0.69094533	-3.077214226	-3.52803311	0.332589033	-2.867434323	-0.763782174	0.021438494
85	0.018026326	0.726979667	-4.675062543	-0.261537684	-1.224005567	0.263028323	-2.948407389	-3.599261078	-0.333183818	-1.980405775	-0.798353901	-0.219652674
86	0.181619278	0.949403562	-4.302712031	-0.208947275	-0.740178408	1.298931782	-3.118521724	-3.495856836	0.182051949	-2.966476235	-0.411451857	-0.158223264
87	0.182546564	0.686032633	-4.269027886	-0.801089988	-1.007076864	0.867397284	-3.032174854	-3.018093753	0.359786534	-2.427669234	-0.252944085	-0.160088771
88	-0.085408151	1.853474624	-4.534759667	-0.494414848	-1.755999725	0.894686778	-2.996519234	-3.117843538	0.657552039	-2.646089285	-0.57623501	-0.42604373
89	0.187183849	0.842644767	-4.528927041	-0.753887601	-1.907960277	1.059909297	-2.876897269	-3.332537378	0.435312716	-2.54410654	-0.89756211	-0.943236208
90	0.512475626	0.841193475	-4.377798089	-0.214033775	-1.190477516	0.342956119	-3.042754064	-3.638044806	0.483698852	-2.677057132	-0.609987064	-0.528644641
91	-0.028110343	0.869993303	-4.365983382	-0.397073638	-1.773493139	0.730517427	-2.893215731	-3.526244981	-0.367301303	-2.141016097	-0.513313625	-1.118848223
92	0.232478875	0.624427416	-4.398379267	0.247700225	-2.441421234	1.055707043	-3.081701456	-3.523003596	0.447919818	-2.563874983	-0.858299425	-0.806580224
93	0.039129195	0.623496452	-4.177325097	-0.330717916	-1.722558208	0.529280742	-2.859049612	-3.479669876	-0.548490862	-1.585135258	0.084671814	-1.121523908
94	0.826315877	0.574072861	-4.275674186	0.078201344	-2.781194926	0.875413124	-2.520399743	-3.430235458	0.16464387	-2.449533059	-0.888747741	-0.510659466
95	0.993298514	0.692594646	-4.251548405	-0.244859517	-1.667309151	1.129505505	-2.927811299	-3.228340719	-0.22477938	-1.057554056	-0.418115467	0.088047038
96	-0.182840803	2.038288536	-4.303487534	-0.414030865	-2.419481154	0.967916899	-2.63894761	-3.3816122	0.347197437	-2.5549893	-0.365485962	0.211735296
97	0.04135083	0.328421464	-4.651713666	-0.520273858	-2.164581624	0.765072074	-2.706035209	-2.887312152	0.288451423	-2.348222607	-0.306653794	-0.644347898
98	0.027404772	0.431111673	-4.522401912	-0.124409972	-2.544901616	1.465468142	-2.635957559	-2.456040075	0.185921327	-2.469048002	-0.250706011	0.300647364
99	-0.093647033	1.138879942	-4.532581989	-0.216803715	-1.822021174	0.768926336	-2.713620639	-2.714912718	0.021993753	-2.450637652	-0.056841177	0.176200396
100	0.07322664	0.708216781	-4.373081736	-0.510622675	-2.44869866	0.648192107	-2.854841908	-2.447848778	-0.302653551	-1.507684972	-0.164014531	0.169863981
101	-0.09395523	1.316561461	-4.335169351	-0.326629881	-2.534820388	0.941940698	-2.598178559	-2.334161422	-0.458263937	-1.774174306	-1.029207906	-0.725797856
102	0.116837955	0.70095063	-4.384875261	0.088224052	-3.665418857	1.138760454	-2.677759095	-2.450912247	0.09771414	-2.434835897	-0.542674408	0.143289006
103	0.150940511	0.482151331	-4.636108937	0.356093047	-3.341081933	1.314979711	-2.737738032	-2.802079919	-0.102199819	-2.038376115	-0.517912729	-0.257051018
104	0.320706028	0.43169866	-4.29577703	0.321874281	-3.369939776	1.221042108	-2.704693801	-3.364112175	0.649020813	-2.179259173	-0.91263572	-0.05519746
105	0.024483873	0.355040298	-4.598841899	-0.078198883	-2.808380515	1.191782045	-2.528691918	-3.121735579	-0.231120442	-1.81908356	-0.006348017	-0.432180885
106	0.366993792	0.365641708	-4.476491364	0.273460495	-3.510785854	1.356622229	-2.611631133	-3.458698028	-0.235116928	-1.653169606	-0.065775559	-0.101982203
107	0.14585087	0.155806227	-4.612188396	0.423017941	-3.83579533	1.224799722	-2.634185757	-2.619505925	-0.36858703	-1.534725348	0.306519361	-1.072059318
108	0.2961168	0.063961755	-4.901844917	0.207938518	-4.243231024	1.155746987	-2.709846812	-2.756212407	-0.227465379	-1.285256313	0.082354385	-1.033527846
109	0.429202188	0.259503612	-4.706939164	0.110657749	-4.211795526	1.380127364	-2.41006696	-3.132281934	-0.052123743	-0.375096539	-0.294416481	-0.662710426
110	0.542891322	0.056864512	-4.73272278	0.689450999	-3.881802774	1.297174083	-2.959572452	-2.980802494	0.219550888	-1.830845436	-0.281791487	0.034393658
111	0.414708058	0.133004474	-4.668328503	0.348338522	-4.463362438	0.882545314	-2.758562869	-2.757842864	0.069973756	-1.622018472	-0.386235165	-0.730706836
112	0.17238761	-0.001833833	-4.171811092	0.4083419	-4.114431411	1.332916017	-2.64806854	-3.137382582	0.462837812	-1.830816264	-0.056275458	-0.420258041
113	0.231387583	0.042688767	-4.697701343	0.874608861	-4.471458381	1.102277666	-2.96322293	-2.499552916	0.031021993	-1.895050794	0.354404657	-0.92811995
114	0.525995848	0.160804484	-4.689693414	0.166346436	-4.59352625	1.261555987	-2.690479528	-2.591241962	-0.239134814	-0.747601368	-0.454542468	-0.670242276
115	1.118130927	0.035974305	-4.552335833	0.633326715	-4.758766272	1.843232729	-2.784193333	-2.698230834	0.182793524	-1.643072482	-0.302511444	-0.718328876
116	0.58742339	0.161039543	-4.762217312	1.007669524	-5.187978453	1.82713711	-2.518400149	-3.070419099	0.267440562	-1.473422191	-0.069504751	-0.462555006
117	0.946668791	0.174212597	-4.681279076	0.713374343	-5.097361677	1.840334548	-2.573465009	-1.953530489	0.132003445	-1.437419026	0.099815015	-0.990882206
118	1.471626885	0.104618039	-4.836629905	0.826698209	-5.283345064	1.654795729	-2.555892856	-2.153702063	0.220768354	-1.46685781	-0.136309446	-0.33939066
119	0.818233637	-0.176603228	-4.325187057	1.220552878	-5.444768282	1.508054632	-2.719615997	-2.729540409	-0.252029577	-0.562995529	-0.409251642	0.533141983
120	0.243916805	-0.024599079	-4.341628688	1.145885406	-5.425910413	1.87452669	-2.817007542	-2.896118243	-0.247222261	-0.987252416	-0.457234572	-0.249691029
121	0.229068741	0.140812721	-4.671244268	0.60055504	-5.965323063	2.396053437	-2.761902623	-2.259654671	-0.048185806	-0.808350279	0.40325862	-0.839574783
122	0.177346854	-0.140149142	-4.025932354	1.162171458	-5.961494235	1.940168334	-2.575525343	-2.223758368	0.275359437	-1.084132103	-0.65359868	0.447465467
123	0.414595494	0.091218966	-4.858401667	1.221835946	-5.956482892	2.5901848	-2.705833514	-1.843101421	-0.296777459	0.099700504	-0.707910565	0.338816963
124	0.258733311	-0.120333658	-4.452801009	1.572709297	-6.006199585	1.844905606	-2.693187989	-2.409052987	-0.241564284	0.175888319	-0.739143562	-0.060442863
125	0.191723805	-0.594684843	-4.564172156	1.472088187	-6.078861908	2.145164285	-2.416226757	-2.832743187	0.136762516	-1.297547393	-0.763509043	-0.253538707
126	0.225600633	-0.329843287	-4.120829621	1.501544592	-6.438623408	2.387229909	-2.526693511	-2.185197155	-0.130824414	-0.275811057	-0.186718104	-0.17898741
127	0.251588963	-0.61734378	-3.975461707	1.034000194	-6.475937108	2.36095998	-2.424154191	-1.779112346	0.143452955	-0.868696443	-0.275932964	-0.278603631
128	0.390772437	-0.531234257	-4.088909496	1.514205746	-6.760086796	2.364240469	-2.565614744	-2.496808394	-0.388448794	0.556430224	-0.826287643	0.482476902
129	0.38319193	-0.158467383	-4.490432083	1.77115063	-6.679591492	2.457832527	-2.635426849	-2.030348673	0.463692694	-0.869739347	0.191410629	-0.600871257
130	0.489471023	-0.639819565	-4.491809914	1.921662149	-6.65853892	2.615589557	-2.499163553	-1.902668405	0.291112629	-1.126981698	-0.572480699	0.288419102
131	0.518337326	-0.478031455	-4.240609744	1.782471786	-7.020240266	2.902753806	-2.566924457	-2.077822886	0.189261036	-0.796287317	0.122855316	-0.548815183
132	0.412174657	-0.76660588	-4.21184805	2.44210373	-7.151417367	2.622305106	-2.09158266	-1.586126853	-0.173083467	-0.210341874	-0.404931735	0.122875926
133	0.262742582	-0.559388198	-3.855052899	2.330023607	-7.410166682	2.551198797	-2.291662564	-1.750432224	0.677710167	-0.707412992	-0.159483356	0.683821168
134	0.523479914	-0.844031032	-4.305224312	1.88371432	-7.542670104	2.565491021	-2.139903495	-2.172830382	0.602299918	-0.382955875	0.028536439	-0.623892207
135	0.447363849	-0.958984205	-4.69689761	2.640220495	-7.507933264	2.673478544	-2.43302561	-2.04301937	0.417239727	-0.743931885	0.490096237	-0.575223605
136	1.081013874	-0.736493674	-5.103401606	2.581800224	-7.734037864	3.072384894	-2.159987677	-2.297498385	0.356235011	-0.805126844	0.318268854	-0.545174692
137	0.715976135	-0.976637972	-4.876651151	2.44485663	-7.612346293	3.105546287	-2.278348383	-1.838023681	-0.271524478	0.108178517	-0.547385193	0.371479027
138	1.038742964	-0.668305784	-4.118959533	2.72874214	-7.616407159	3.29364166	-2.212965768	-2.234204661	0.247598894	-0.662673035	0.197033098	-0.764543272
139	0.827148159	-1.032400922	-4.102368077	2.374335586	-8.031669954	3.426058418	-2.048090568	-2.553459384	-0.37017657	0.140859736	-0.577572761	0.067158365
140	0.643860863	-0.656023388	-4.208808126	2.765575653	-8.242437778	3.400674183	-2.046731921	-2.012893271	-0.034891622	0.111635333	-0.348268407	0.634291323
141	0.963645763	-0.904777011	-5.109419565	3.121116871	-8.322304579	3.631375971	-2.175016181	-2.301841256	-0.496671879	0.44739347	-0.418197087	-0.039160856
142	1.101959187	-1.085435062	-4.922937857	3.4673859	-8.543533581	3.870408234	-2.084885248	-2.187782725	-0.248781947	0.361867025	-0.670613458	0.497882991
143	1.502342064	-1.121148579	-4.735323407	4.005220538	-8.313717455	3.497763851	-2.278620187	-1.844826199	0.401055379	0.045807244	-0.68408676	0.26068227
144	0.261011058	-0.874839385	-4.870876549	3.601645606	-8.477504898	4.214524778	-2.055093117	-1.982203587	0.304077283	-0.069862039	0.513986897	-0.359877925
145	0.319731401	-1.051460989	-4.902787745	3.102837331	-8.525132252	4.02390542	-2.332321479	-1.798636372	0.437203317	0.02303092	-0.40753657	0.437886472
146	0.506957009	-1.112769592	-5.698493514	3.267983136	-8.604713974	3.936113571	-2.185322759	-1.741616448	0.435194571	-0.151457841	-0.277117271	0.254512664
147	0.479304717	-0.79946724	-4.765016106	3.551020896	-8.85723752	4.15965325	-2.172243747	-2.234435023	0.222129937	-0.047348301	0.429557129	-0.379044532
148	0.415265972	-0.777068734	-4.663959043	4.622019223	-8.519878703	3.992458549	-2.303359368	-1.996914762	0.636194809	-0.319714319	-0.270668768	0.365087194
149	0.401455604	-1.101090568	-4.711992573	3.917204125	-8.824474156	4.249395608	-2.146138535	-2.16756088	0.08496256	-0.150952743	0.221217478	-0.402343829
150	0.457056322	-1.096183664	-5.489781382	4.161859422	-8.987249408	4.540741712	-2.188764721	-1.727760542	-0.095823485	0.384861014	-0.640452295	0.227399462
151	0.661778684	-1.024261469	-4.827099196	4.513895217	-9.157436794	3.875415506	-2.137122627	-1.57770205	-0.078354794	1.322951359	-0.56896499	0.713401278
152	0.937952378	-1.358252599	-5.568384547	4.155668864	-9.103946586	4.49285812	-2.087365743	-2.267723236	0.606698223	0.188467337	-0.565103592	0.48301552
153	0.938004359	-1.152513047	-5.607290504	4.578998866	-9.133556719	4.390479277	-2.171796429	-1.599696728	0.281825311	0.049036503	-0.912867179	0.491173343
154	0.824626106	-1.536214891	-5.229983538	4.567270783	-8.950197682	4.369699598	-1.997784036	-2.229663611	0.035904877	0.026508403	-0.611905371	0.890673061
155	0.729265454	-1.416755904	-5.000399232	5.348933207	-9.172108338	5.12479804	-2.081713284	-1.751247611	0.289828214	0.398491389	-0.710753978	0.479403154
156	0.740644621	-1.605532578	-5.863322438	4.920955805	-9.201487232	4.353707017	-2.054939257	-2.053120587	0.540185086	0.295332956	-0.577961979	0.55432995
157	0.71597417	-1.451955217	-5.870415776	5.321264758	-9.167689368	4.659299164	-2.051501599	-1.601643524	0.141447832	0.057728611	-0.413955639	0.198419565
158	0.913801369	-1.581587619	-6.252222281	5.079753576	-9.302013443	4.968637127	-2.238124845	-2.077222026	0.451452732	0.000192782	-0.582771558	0.409176962
159	1.132476109	-1.650538122	-5.944397354	5.413367232	-9.325287851	5.058882886	-2.180643749	-1.71425246	0.25640201	0.109524121	-0.693749122	0.236210913
160	0.968088217	-1.48514554	-5.780445294	5.590739854	-9.30426477	4.665823861	-2.161679665	-1.687602981	0.832815126	0.221858419	-0.531896891	0.994827027
161	0.542779329	-1.599184615	-5.482870923	5.773441212	-9.095165949	5.523073241	-1.998575343	-1.295686878	0.247575	0.062506285	-0.6052855	0.337341224
162	0.54856354	-1.566019202	-5.72687381	5.946603232	-9.245428609	5.10125792	-2.225640063	-1.738167328	-0.203996631	0.912285192	-0.706822276	0.052277252
163	0.672221768	-1.572212635	-6.489416935	5.56020441	-9.290431585	5.617589438	-2.108697248	-1.629894234	0.104140829	0.12282772	-0.612079186	0.647826531
164	0.996830708	-1.509081181	-5.880449962	5.979596056	-9.273317332	5.130562583	-2.24607703	-2.395680152	0.321800223	0.35022231	-0.643623869	-0.077495256
165	1.093162806	-1.646624135	-5.924415037	6.020820622	-9.211245835	5.705383663	-2.036285875	-2.333389596	0.614041801	0.015578633	-0.406751898	0.325453077
166	1.065394629	-1.588277979	-6.187946125	6.623964727	-9.325636947	5.689597104	-2.164957817	-2.271583271	0.14298865	-0.060245635	-0.039733113	1.189842371
167	1.498642984	-1.55955663	-6.751648847	6.939880225	-9.099215537	5.93932453	-1.913666087	-1.759443036	0.790249556	-0.06524246	0.456017246	-0.05839748
168	0.354617957	-1.670996255	-6.167879526	6.17451958	-9.194313716	5.955193422	-2.044000672	-1.724753215	0.208533522	0.12183407	-0.840231668	0.900527566
169	0.512642685	-1.33892164	-5.825006779	6.272355911	-9.064832889	5.353798401	-2.097411733	-1.507881575	0.210306526	0.187050338	-0.54936517	0.405147791
170	0.313583128	-1.532387728	-6.329217764	6.44091594	-9.198571215	5.894066672	-2.135862727	-1.94127749	0.826733143	0.31981034	-0.369484502	1.212052787
